"nom_loc","cve_col","nom_col","viviendas_totales","poblacion_total","pctj_mujeres","pctj_hombres","pctj_menores18","pctj_adultos18_59","pctj_60ymas","escolaridad_años_prom","nivel_escolaridad_prom"
"Imuris","260350001660","CENTRO",494,1316,"46.8%","53.2%","28.3%","52.2%","19.5%",9.4,"Secundaria"
"Magdalena de Kino","260360001125","EL PALENQUE",50,146,"47.4%","52.6%","38.4%","59.6%","2.1%",10.5,"Secundaria"
"Magdalena de Kino","260360001126","LA VICTORIA",360,1148,"52.8%","47.2%","36.9%","55.6%","7.5%",9.6,"Secundaria"
"Magdalena de Kino","260360001128","LA ANTENA",173,488,"47.7%","52.3%","34.8%","55.9%","9.2%",9.9,"Secundaria"
"Magdalena de Kino","2603600011328","EL POLVORIN",385,1247,"48.9%","51.1%","38.3%","55.9%","5.8%",9.4,"Secundaria"
"Magdalena de Kino","2603600012149","BUROCRATA",393,1181,"50.8%","49.2%","34%","59.6%","6.4%",9.4,"Secundaria"
"Magdalena de Kino","2603600012151","EL SASABE",318,821,"51.3%","48.7%","32.5%","54.8%","12.7%",9.2,"Secundaria"
"Magdalena de Kino","260360001352","SAN ISIDRO",616,1618,"50.7%","49.3%","36.2%","55.5%","8.3%",8.6,"Primaria"
"Magdalena de Kino","260360001429","EL ESTADIO",77,193,"51.3%","48.7%","32.1%","53.4%","14.5%",10.1,"Secundaria"
"Magdalena de Kino","260360001440","LA MADERA",113,323,"45.5%","54.5%","33.7%","58.5%","7.7%",8.7,"Primaria"
"Magdalena de Kino","260360001445","FATIMA",1025,2988,"51.4%","48.6%","30%","56.4%","13.7%",9.9,"Secundaria"
"Magdalena de Kino","260360001446","MAGDALENA DE KINO",173,536,"49.8%","50.2%","35.4%","61.2%","3.4%",9.5,"Secundaria"
"Magdalena de Kino","260360001448","MIRASOL",480,1160,"52.7%","47.3%","26.1%","55.3%","18.5%",12.1,"Secundaria"
"Magdalena de Kino","260360001449","INFONAVIT KINO",329,972,"52.6%","47.4%","29.3%","63.1%","7.6%",10.6,"Secundaria"
"Magdalena de Kino","260360001451","FERROCARRIL",40,152,"49.3%","50.7%","46.1%","49.3%","4.6%",8.2,"Primaria"
"Magdalena de Kino","260360001453","DEL RIO",69,175,"54.3%","45.7%","23.4%","59.4%","17.1%",12.2,"Secundaria"
"Magdalena de Kino","260360001454","CENTRO",391,726,"51.8%","48.2%","24.4%","47.7%","28%",11.3,"Secundaria"
"Magdalena de Kino","260360001456","SAN FELIPE",1627,4180,"52.5%","47.5%","29.1%","55.3%","15.6%",10.1,"Secundaria"
"Magdalena de Kino","260360001458","GARCIA BARRAGAN",389,1123,"50.9%","49.1%","34.5%","53.9%","11.7%",9.4,"Secundaria"
"Magdalena de Kino","260360001459","POLVORIN 2",100,315,"47.3%","52.7%","37.8%","57.1%","5.1%",9,"Secundaria"
"Magdalena de Kino","260360001461","LOMAS DE KINO",161,518,"54.3%","45.7%","40.9%","53.1%","6%",9,"Secundaria"
"Magdalena de Kino","260360001478","EL CERRO",131,334,"47.7%","52.3%","30.8%","59.6%","9.6%",8.9,"Primaria"
"Magdalena de Kino","260360001480","LA INDUSTRIA",256,568,"52.5%","47.5%","22%","50.7%","27.3%",11.5,"Secundaria"
"Magdalena de Kino","260360001481","ISSSTESON",75,169,"50.3%","49.7%","21.9%","56.8%","21.3%",11.4,"Secundaria"
"Magdalena de Kino","260360001484","SAN MARTIN",831,1919,"52.1%","47.9%","26.6%","57.3%","16.1%",10.9,"Secundaria"
"Magdalena de Kino","260360001486","EL MIRADOR",295,814,"50.5%","49.5%","32.6%","55.7%","11.8%",10.3,"Secundaria"
"Magdalena de Kino","260360001492","LOS ROSALES",48,139,"46.8%","53.2%","30.9%","61.9%","7.2%",9.8,"Secundaria"
"Magdalena de Kino","260360001494","SAN JAVIER",198,448,"55%","45%","31%","61.2%","7.8%",12.6,"Secundaria"
"Magdalena de Kino","260360001495","AMANECER DE KINO",339,986,"51%","49%","32.2%","62%","5.9%",11.8,"Secundaria"
"Magdalena de Kino","260360001498","ARROYO",1,4,NA,NA,NA,NA,NA,NA,NA
"Magdalena de Kino","2603600016297","VILLA TRENTO",382,1332,"51.1%","48.9%","40.3%","57.8%","1.9%",10,"Secundaria"
"Magdalena de Kino","2603600016317","RINCON DE KINO",151,525,"52.6%","47.4%","45.3%","52.8%","1.9%",10.1,"Secundaria"
"Magdalena de Kino","2603600016366","LA MISION",546,1854,"50.1%","49.9%","40.5%","58.5%","1%",10.9,"Secundaria"
"Magdalena de Kino","2603600016549","INVASION LA MATANZA",59,117,"47.7%","52.3%","45.3%","49.6%","5.1%",7.6,"Primaria"
"Magdalena de Kino","2603600016550","INVASION SAHUARAL",10,8,NA,NA,NA,NA,NA,NA,NA
"Magdalena de Kino","2603600016552","EL ALAMO",67,154,"47.7%","52.3%","37%","57.1%","5.8%",12.1,"Secundaria"
"Magdalena de Kino","2603600016584","EJIDO DE MAGDALENA",3,2,NA,NA,NA,NA,NA,NA,NA
"Magdalena de Kino","2603600016585","NUEVO MAGDALENA",136,281,"49%","51%","51.2%","43.4%","5.3%",9.7,"Secundaria"
"Magdalena de Kino","2603600016809","ARBOLADA",24,41,"61%","39%","39%","53.7%","7.3%",11.3,"Secundaria"
"Mazatán","2603700011059","LA OTRA BANDA",28,34,"42.9%","57.1%","35.3%","35.3%","29.4%",7.6,"Primaria"
"Mazatán","2603700011188","LOMA LINDA",63,129,"48.1%","51.9%","38.8%","38%","23.3%",8.8,"Primaria"
"Mazatán","2603700011189","LAS PLAYITAS",74,143,"47.5%","52.5%","34.3%","49.7%","16.1%",8.6,"Primaria"
"Mazatán","260370001439","MAZATAN",469,752,"47.8%","52.2%","34.2%","45.2%","20.6%",8.8,"Primaria"
"Moctezuma","2603800012057","LOMAS DEL PEDREGAL",60,166,"52.6%","47.4%","38%","60.2%","1.8%",10.5,"Secundaria"
"Moctezuma","260380001388","SAMUEL OCAÑA",15,29,"55.2%","44.8%","44.8%","55.2%","0%",13.2,"Preparatoria"
"Moctezuma","260380001389","REFORMA",831,1884,"50.8%","49.2%","31.5%","54.6%","13.9%",10.6,"Secundaria"
"Moctezuma","260380001390","LAS LIEBRE",336,683,"47.4%","52.6%","31.9%","51%","17.1%",9.7,"Secundaria"
"Moctezuma","260380001391","LA PILA",105,197,"45.5%","54.5%","31%","55.3%","13.7%",11.1,"Secundaria"
"Moctezuma","260380001392","CENTRO",123,236,"54.3%","45.7%","26.3%","55.9%","17.8%",10.8,"Secundaria"
"Moctezuma","260380001393","EL PARIAN",12,21,"60%","40%","52.4%","47.6%","0%",11.2,"Secundaria"
"Moctezuma","260380001394","ESPERANZA",16,63,"45.9%","54.1%","63.5%","31.7%","4.8%",10.4,"Secundaria"
"Moctezuma","260380001395","LA JOYA",69,144,"52.1%","47.9%","28.5%","61.8%","9.7%",10.2,"Secundaria"
"Moctezuma","260380001396","SAN MARTIN",290,565,"54.4%","45.6%","27.8%","54.5%","17.7%",10.1,"Secundaria"
"Moctezuma","260380001397","COPLAMAR",102,256,"47.6%","52.4%","35.5%","60.9%","3.5%",11.2,"Secundaria"
"Moctezuma","260380001398","LA LOMA",190,504,"51%","49%","28.4%","60.5%","11.1%",9.8,"Secundaria"
"Naco","2603900011865","COLOSIO",7,23,"66.7%","33.3%","73.9%","26.1%","0%",4.5,"Primaria no aprobada/terminada"
"Naco","260390001357","CENTRO",694,1528,"49.8%","50.2%","35.3%","51.3%","13.4%",9.8,"Secundaria"
"Naco","260390001358","SANTA CRUZ",84,227,"41.7%","58.3%","30%","62.1%","7.9%",9.4,"Secundaria"
"Naco","260390001359","EJIDAL",64,168,"51.9%","48.1%","33.9%","50%","16.1%",9.7,"Secundaria"
"Naco","260390001360","FRANCISCO GARCIA",333,655,"51.8%","48.2%","45.3%","46%","8.7%",9.1,"Secundaria"
"Naco","260390001361","CERRO LA CRUZ",232,527,"46.6%","53.4%","39.8%","55.6%","4.6%",9.3,"Secundaria"
"Naco","260390001362","LUIS DONALDO COLOSIO",140,391,"50.6%","49.4%","42.2%","54%","3.8%",9.5,"Secundaria"
"Naco","260390001363","LOS ARCOS",91,258,"45.7%","54.3%","40.7%","55.8%","3.5%",9.7,"Secundaria"
"Naco","260390001364","LOS ENCINOS",169,385,"53.5%","46.5%","44.9%","53.5%","1.6%",9.1,"Secundaria"
"Naco","260390001365","MINERA",42,94,"52.1%","47.9%","28.7%","57.4%","13.8%",8.8,"Primaria"
"Naco","260390001366","INFONAVIT",448,1167,"51.9%","48.1%","36%","56%","8%",9.3,"Secundaria"
"Naco","260390001402","JESUS GARCIA",32,62,"46.2%","53.8%","33.9%","37.1%","29%",10.3,"Secundaria"
"Nácori Chico","2604000011946","CENTRO",421,784,"48.4%","51.6%","45.3%","36.7%","18%",7.7,"Primaria"
"Nacozari de García","2604100011090","SOLIDARIDAD",247,642,"47.9%","52.1%","36%","51.2%","12.8%",9.2,"Secundaria"
"Nacozari de García","2604100011091","PUESTA DEL SOL",144,492,"48.7%","51.3%","44.1%","54.3%","1.6%",11.6,"Secundaria"
"Nacozari de García","2604100011092","LOMAS DE NACOZARI",477,1238,"52%","48%","30.2%","55.8%","14%",10.7,"Secundaria"
"Nacozari de García","2604100011093","LA SIRENA",859,2250,"49.2%","50.8%","31.2%","54%","14.7%",10.2,"Secundaria"
"Nacozari de García","2604100012030","MEDICO MILITAR",62,188,"47.8%","52.2%","54.3%","45.7%","0%",9.3,"Secundaria"
"Nacozari de García","2604100012031","CANTERA 1",323,897,"50.6%","49.4%","33.6%","58.1%","8.4%",9.8,"Secundaria"
"Nacozari de García","2604100012032","RASTRO VIEJO",134,416,"51.7%","48.3%","34.4%","56.2%","9.4%",8.4,"Primaria"
"Nacozari de García","2604100012033","CANTERA 2",425,1116,"50.3%","49.7%","33.2%","60.3%","6.5%",9.7,"Secundaria"
"Nacozari de García","2604100012034","LIBERTAD",26,44,"41.7%","58.3%","29.5%","54.5%","15.9%",8.7,"Primaria"
"Nacozari de García","2604100012035","GOMEZ MORIN",97,197,"48.4%","51.6%","41.6%","53.3%","5.1%",9.7,"Secundaria"
"Nacozari de García","2604100012036","BELTRONES",149,409,"48.5%","51.5%","39.1%","58.9%","2%",9.4,"Secundaria"
"Nacozari de García","2604100012037","LOS TRES ALAMOS",9,32,"40.6%","59.4%","31.2%","56.2%","12.5%",9,"Secundaria"
"Nacozari de García","2604100012038","RODOLFO FELIX VALDEZ",59,173,"48.5%","51.5%","35.8%","58.4%","5.8%",9.4,"Secundaria"
"Nacozari de García","2604100012039","LOS ALAMOS",32,94,"48.9%","51.1%","33%","63.8%","3.2%",9.9,"Secundaria"
"Nacozari de García","2604100012040","ALAMEDA",102,277,"49.5%","50.5%","39.7%","54.5%","5.8%",8.9,"Primaria"
"Nacozari de García","2604100012041","EL SEIS",13,40,"45%","55%","40%","50%","10%",8.6,"Primaria"
"Nacozari de García","2604100012042","PRESIDENTES",130,396,"48%","52%","33.1%","62.1%","4.8%",10.5,"Secundaria"
"Nacozari de García","2604100012043","JESUS GARCIA",591,1617,"49.6%","50.4%","35.6%","55.7%","8.7%",9.4,"Secundaria"
"Nacozari de García","2604100012044","LUIS DONALDO COLOSIO",147,363,"52.5%","47.5%","43.3%","52.6%","4.1%",10.1,"Secundaria"
"Nacozari de García","2604100012050","LOMA BONITA",3,13,"61.5%","38.5%","23.1%","76.9%","0%",10.7,"Secundaria"
"Nacozari de García","2604100012114","EL FORTIN",2,10,NA,NA,NA,NA,NA,NA,NA
"Nacozari de García","2604100012115","BUENOS AIRES",223,615,"53.6%","46.4%","30.7%","52.4%","16.9%",10.4,"Secundaria"
"Nacozari de García","2604100012116","LOMAS NUEVAS",315,833,"49.4%","50.6%","36.3%","55.9%","7.8%",11,"Secundaria"
"Nacozari de García","2604100012117","LAS TORRES",225,619,"48.2%","51.8%","44.7%","52.5%","2.7%",9.5,"Secundaria"
"Navojoa","2604200011040","16 DE SEPTIEMBRE",337,1003,"50.6%","49.4%","41.8%","54.7%","3.5%",10.1,"Secundaria"
"Navojoa","2604200011041","ALMACENES",192,489,"51%","49%","31.3%","64.6%","4.1%",10.2,"Secundaria"
"Navojoa","2604200011064","SIN NOMBRE 064",46,121,"52.1%","47.9%","32.2%","64.5%","3.3%",10.5,"Secundaria"
"Navojoa","2604200011065","SIN NOMBRE 065",29,80,"47.5%","52.5%","16.2%","71.2%","12.5%",10.7,"Secundaria"
"Navojoa","2604200011086","SANTA BARBARA",43,97,"59.8%","40.2%","30.9%","53.6%","15.5%",13.6,"Preparatoria"
"Navojoa","26042000111","MOCUZARIT",780,2274,"50.6%","49.4%","26.7%","54.4%","18.9%",9.6,"Secundaria"
"Navojoa","2604200011107","HIDALGO",392,1135,"52.4%","47.6%","26.5%","56.5%","17%",10.8,"Secundaria"
"Navojoa","2604200011126","PRIVADA DEL PEDREGAL",93,295,"53.6%","46.4%","34.2%","62.4%","3.4%",11.2,"Secundaria"
"Navojoa","2604200011127","LAS ARBOLEDAS",209,579,"53.5%","46.5%","23.8%","68.9%","7.3%",12.5,"Secundaria"
"Navojoa","2604200011128","SONORA",2672,7564,"51.8%","48.2%","25.4%","55.6%","19%",10.8,"Secundaria"
"Navojoa","2604200011175","NUEVA GENERACION",371,1021,"49.8%","50.2%","39.6%","56.4%","4%",10,"Secundaria"
"Navojoa","26042000112","ALLENDE",703,1822,"49.8%","50.2%","26.4%","53.5%","20.1%",9,"Secundaria"
"Navojoa","260420001135","VILLA LOURDES",348,1087,"51.1%","48.9%","31.6%","64.4%","4%",11.1,"Secundaria"
"Navojoa","260420001139","TETANCHOPO",590,2255,"46.9%","53.1%","28.7%","58%","13.3%",9.1,"Secundaria"
"Navojoa","26042000114","MIRAVALLE",309,884,"48.7%","51.3%","30.3%","58.1%","11.5%",8.5,"Primaria"
"Navojoa","260420001145","TIERRA BLANCA",2458,7221,"51.3%","48.7%","25.1%","57%","17.9%",10.6,"Secundaria"
"Navojoa","260420001148","CONSTITUCION",2087,5213,"52.7%","47.3%","20.5%","53.7%","25.8%",11.8,"Secundaria"
"Navojoa","260420001152","VILLA DEL SOL",129,358,"54.2%","45.8%","27.4%","61.2%","11.5%",12.9,"Secundaria"
"Navojoa","260420001157","DEPORTIVA",2103,6025,"51.5%","48.5%","24.7%","58.2%","17.1%",11.5,"Secundaria"
"Navojoa","260420001159","ITSON",399,1046,"48.8%","51.2%","28%","64.5%","7.5%",11.9,"Secundaria"
"Navojoa","26042000116","JACARANDAS",1745,4932,"51.8%","48.2%","32.7%","62.3%","5%",11.8,"Secundaria"
"Navojoa","260420001162","BELTRONES 2",190,631,"50.6%","49.4%","31.9%","63.1%","5.1%",11.1,"Secundaria"
"Navojoa","260420001164","CENTRAL",277,831,"50.7%","49.3%","38.9%","58.4%","2.8%",10.2,"Secundaria"
"Navojoa","260420001166","BELTRONES",426,1209,"50.9%","49.1%","29.1%","63%","7.9%",11.4,"Secundaria"
"Navojoa","260420001167","AMPLIACION BELTRONES",524,1723,"51.5%","48.5%","35.5%","59.7%","4.8%",10.8,"Secundaria"
"Navojoa","260420001175","FOVISSSTE",289,717,"54.5%","45.5%","24.5%","47%","28.5%",13.3,"Preparatoria"
"Navojoa","260420001178","FOVISSSTE - SON",138,384,"54.1%","45.9%","25.3%","56.8%","18%",14.1,"Preparatoria"
"Navojoa","260420001180","BRISAS DEL VALLE",407,1043,"53%","47%","26.3%","56.6%","17.2%",13.9,"Preparatoria"
"Navojoa","260420001181","VILLA DORADA",338,867,"50.5%","49.5%","24.9%","65.6%","9.5%",14,"Preparatoria"
"Navojoa","260420001182","LA JOYA",162,460,"47.6%","52.4%","26.1%","70.2%","3.7%",12.7,"Secundaria"
"Navojoa","260420001183","BUGAMBILIAS",289,813,"51.9%","48.1%","32.2%","63.3%","4.4%",13,"Preparatoria"
"Navojoa","260420001184","LAURELES",1133,3130,"51.3%","48.7%","36.6%","60.3%","3.1%",11.7,"Secundaria"
"Navojoa","260420001186","JUAREZ",2568,6067,"52.6%","47.4%","22.4%","53.4%","24.2%",12.5,"Secundaria"
"Navojoa","260420001189","MODERNA",421,1211,"49.7%","50.3%","23%","55.3%","21.6%",10.4,"Secundaria"
"Navojoa","26042000119","JACARANDAS 2",315,872,"52.5%","47.5%","36.4%","57.1%","6.5%",9.6,"Secundaria"
"Navojoa","2604200011975","NUEVA 16 DE JUNIO",123,382,"51.8%","48.2%","37.4%","57.6%","5%",9.3,"Secundaria"
"Navojoa","2604200012010","PRIVADA LA HERRADURA",116,332,"54.7%","45.3%","41.3%","58.7%","0%",10.4,"Secundaria"
"Navojoa","2604200012065","LOS GIRASOLES",566,1641,"51.6%","48.4%","34.3%","62.5%","3.2%",11.7,"Secundaria"
"Navojoa","2604200012080","REFORMA",1342,2993,"54.5%","45.5%","18.3%","52.8%","28.9%",12.7,"Secundaria"
"Navojoa","26042000121","SANTA CLARA",44,135,"51.1%","48.9%","34.8%","58.5%","6.7%",10.5,"Secundaria"
"Navojoa","2604200012118","AEROPUERTO",966,3029,"50.4%","49.6%","41.4%","56.9%","1.7%",10.1,"Secundaria"
"Navojoa","2604200012136","VICENTE LOMBARDO TOLEDANO",58,149,"49.6%","50.4%","43%","51%","6%",9.7,"Secundaria"
"Navojoa","2604200012251","FRACCIONAMIENTO RESIDENCIAL PALERMO",40,79,"46.8%","53.2%","25.3%","67.1%","7.6%",13.7,"Preparatoria"
"Navojoa","2604200012327","NIÑOS HEROES",53,130,"51.9%","48.1%","62.3%","33.1%","4.6%",8.6,"Primaria"
"Navojoa","26042000124","TIERRA Y LIBERTAD",1121,3547,"51.2%","48.8%","31.8%","60.9%","7.4%",10.3,"Secundaria"
"Navojoa","26042000126","ARMANDO LOPEZ NOGALES",441,1204,"48.7%","51.3%","40.9%","54.4%","4.7%",9.3,"Secundaria"
"Navojoa","260420001271","LA GUADALUPANA",469,1173,"48.3%","51.7%","38.4%","56.4%","5.2%",8.7,"Primaria"
"Navojoa","26042000128","FRANCISCO VILLA",869,2174,"52.5%","47.5%","25.7%","53.9%","20.5%",10.7,"Secundaria"
"Navojoa","260420001295","SAN IGNACIO COHUIRIMPO",1612,4964,"49.5%","50.5%","28.2%","55.8%","16%",9.9,"Secundaria"
"Navojoa","26042000130","16 DE JUNIO",602,1900,"52.1%","47.9%","33.2%","59.7%","7.1%",10.3,"Secundaria"
"Navojoa","26042000133","INDEUR",294,854,"52.9%","47.1%","25.1%","61%","13.9%",11.7,"Secundaria"
"Navojoa","26042000134","SOP",939,2785,"50.4%","49.6%","26.7%","54.8%","18.5%",10,"Secundaria"
"Navojoa","26042000135","TETABOCA",295,859,"52.6%","47.4%","31.3%","63.7%","5%",11.9,"Secundaria"
"Navojoa","26042000137","SONORA PROGRESISTA",294,975,"50.3%","49.7%","30.7%","59.5%","9.8%",10.3,"Secundaria"
"Navojoa","26042000138","INFONAVIT SONORA",1099,3037,"52.1%","47.9%","27.4%","59%","13.6%",10.8,"Secundaria"
"Navojoa","2604200014","ROSALES",629,1830,"49.9%","50.1%","22.8%","56.6%","20.6%",10.4,"Secundaria"
"Navojoa","26042000140","JOSE ROSARIO RUELAS",154,463,"53.1%","46.9%","31.5%","56.4%","12.1%",10.5,"Secundaria"
"Navojoa","26042000141","MINAS DE ARENA",176,590,"49.5%","50.5%","31%","60.8%","8.1%",10.6,"Secundaria"
"Navojoa","26042000144","TEPEYAC",666,2128,"50.3%","49.7%","32.2%","60.9%","6.9%",10.2,"Secundaria"
"Navojoa","26042000145","MISIONEROS",536,1412,"50.5%","49.5%","34.8%","61.5%","3.8%",11,"Secundaria"
"Navojoa","26042000151","PUEBLO NUEVO",296,812,"51.9%","48.1%","21.8%","57.6%","20.6%",9.2,"Secundaria"
"Navojoa","26042000153","BUENAVISTA",203,663,"52%","48%","34.1%","55.5%","10.4%",8.3,"Primaria"
"Navojoa","26042000155","PUEBLO VIEJO",400,1144,"48.5%","51.5%","26.7%","57.3%","16.1%",10.2,"Secundaria"
"Navojoa","26042000156","TIERRAS DE CULTIVO",613,1425,"51.3%","48.7%","40.7%","58%","1.3%",12.5,"Secundaria"
"Navojoa","26042000157","INFONAVIT OBRERA CTM",125,359,"49.9%","50.1%","21.4%","47.9%","30.6%",10.8,"Secundaria"
"Navojoa","2604200016312","VALLE GRANDE",69,176,"52.3%","47.7%","38.1%","61.9%","0%",10.9,"Secundaria"
"Navojoa","2604200016355","REAL DEL ALAMO",154,385,"54.8%","45.2%","44.2%","53.2%","2.6%",9.9,"Secundaria"
"Navojoa","2604200016389","LOS ARCOS",680,1950,"51.3%","48.7%","39.3%","59.3%","1.4%",11.3,"Secundaria"
"Navojoa","2604200016432","LA HERRADURA FRACCIONAMIENTO",702,1815,"51.5%","48.5%","39.7%","57.7%","2.6%",10,"Secundaria"
"Navojoa","2604200016512","LA MARQUEZA I",110,215,"45.6%","54.4%","34.9%","60%","5.1%",10.3,"Secundaria"
"Navojoa","2604200016514","LA MARQUEZA II",99,180,"48%","52%","38.9%","61.1%","0%",9.1,"Secundaria"
"Navojoa","2604200016515","MISION DEL SOL",174,397,"49.5%","50.5%","44.6%","50.9%","4.5%",9.5,"Secundaria"
"Navojoa","2604200016516","23 DE ABRIL",236,442,"50%","50%","36.9%","61.8%","1.4%",9.4,"Secundaria"
"Navojoa","2604200016517","LAS TORRES",25,29,"50%","50%","72.4%","27.6%","0%",9.8,"Secundaria"
"Navojoa","2604200016529","MAGISTERIAL",58,106,"51.5%","48.5%","35.8%","61.3%","2.8%",11.4,"Secundaria"
"Navojoa","2604200016645","EXPROPIACION PETROLERA",47,65,"57.1%","42.9%","50.8%","44.6%","4.6%",10.2,"Secundaria"
"Navojoa","2604200016646","NOGALITOS",422,1159,"52.4%","47.6%","24.3%","54.9%","20.8%",9.5,"Secundaria"
"Navojoa","2604200016650","NUEVO SONORA",29,35,"48.1%","51.9%","48.6%","51.4%","0%",5.8,"Primaria no aprobada/terminada"
"Navojoa","2604200016730","HACIENDA REAL",50,45,"48.9%","51.1%","26.7%","57.8%","15.6%",9.7,"Secundaria"
"Navojoa","2604200018","AVIACION",572,1515,"51.7%","48.3%","25.4%","54.6%","20%",10.2,"Secundaria"
"Pueblo Mayo","260420531984","PUEBLO MAYO",1164,2668,"50.2%","49.8%","34.1%","53%","12.8%",8.5,"Primaria"
"Heroica Nogales","2604300011215","BUENOS AIRES",795,2111,"51.3%","48.7%","29.5%","55.8%","14.7%",9.6,"Secundaria"
"Heroica Nogales","2604300011216","CENTRO",333,672,"48%","52%","24.3%","53.6%","22.2%",10.4,"Secundaria"
"Heroica Nogales","2604300011217","FUNDO LEGAL",2572,5826,"50.5%","49.5%","24.4%","56.6%","19.1%",10.7,"Secundaria"
"Heroica Nogales","2604300011218","DEL ROSARIO",1095,2788,"50.4%","49.6%","26.6%","57.8%","15.5%",10.4,"Secundaria"
"Heroica Nogales","2604300011219","FOVISSSTE",349,869,"52.4%","47.6%","26%","62.1%","11.9%",12.2,"Secundaria"
"Heroica Nogales","2604300011220","PIMA 1",322,860,"47.6%","52.4%","24.9%","57.4%","17.7%",11.8,"Secundaria"
"Heroica Nogales","2604300011221","LOMAS DE FATIMA",536,1459,"52%","48%","23.2%","56.2%","20.6%",11.5,"Secundaria"
"Heroica Nogales","2604300011222","CHULA VISTA",1133,2922,"49.7%","50.3%","24.9%","59.9%","15.2%",10.7,"Secundaria"
"Heroica Nogales","2604300011224","PUESTA DEL SOL",704,2190,"51.2%","48.8%","26.8%","64.8%","8.4%",11,"Secundaria"
"Heroica Nogales","2604300011225","CANOAS",683,1806,"50.8%","49.2%","33.6%","62.5%","3.9%",10.3,"Secundaria"
"Heroica Nogales","2604300011226","ESPERANZA",498,1347,"49.8%","50.2%","25.7%","60.3%","14%",10.1,"Secundaria"
"Heroica Nogales","2604300011227","OBRERA",514,1294,"51.9%","48.1%","27.7%","56.3%","15.9%",9.5,"Secundaria"
"Heroica Nogales","2604300011228","BOLIVAR",880,1937,"51.1%","48.9%","24%","56.7%","19.3%",10.9,"Secundaria"
"Heroica Nogales","2604300011229","HEROES",2099,5845,"50.7%","49.3%","28.8%","57.3%","13.8%",9.4,"Secundaria"
"Heroica Nogales","2604300011230","LOS SAUCES",131,339,"46.6%","53.4%","24.8%","51.9%","23.3%",10.1,"Secundaria"
"Heroica Nogales","2604300011231","FELIX B PEÑALOZA",157,428,"50%","50%","33.9%","58.4%","7.7%",9.9,"Secundaria"
"Heroica Nogales","2604300011232","CTS CROC",927,2638,"49.8%","50.2%","31.5%","59.8%","8.7%",9.9,"Secundaria"
"Heroica Nogales","2604300011235","DEL VALLE",1068,2993,"50%","50%","34.3%","56.2%","9.5%",10.5,"Secundaria"
"Heroica Nogales","2604300011236","INFONAVIT 5 DE MAYO",455,1142,"50.1%","49.9%","32.5%","54.6%","13%",9.5,"Secundaria"
"Heroica Nogales","2604300011237","VERACRUZ",688,2064,"49.6%","50.4%","33.1%","58.8%","8.1%",9.4,"Secundaria"
"Heroica Nogales","2604300011238","LEANDRO VALLE",994,2773,"51.2%","48.8%","28.3%","56.8%","14.9%",9.6,"Secundaria"
"Heroica Nogales","2604300011239","CINCO DE MAYO",360,886,"49.9%","50.1%","26.3%","56.1%","17.6%",9.6,"Secundaria"
"Heroica Nogales","2604300011240","LA MODERNA",1,1,NA,NA,NA,NA,NA,NA,NA
"Heroica Nogales","2604300011241","MANLIO FLOVIO BELTRONES RIVERA-TAPIROS",950,2765,"49.2%","50.8%","28%","60.5%","11.4%",9.6,"Secundaria"
"Heroica Nogales","2604300011242","BELTRONES",318,898,"51.2%","48.8%","23.8%","68.4%","7.8%",10.1,"Secundaria"
"Heroica Nogales","2604300011243","KENNEDY",841,2045,"49.5%","50.5%","21.4%","58.6%","20%",12.7,"Secundaria"
"Heroica Nogales","2604300011244","J KALITEA",585,1491,"51.2%","48.8%","20%","58.9%","21.1%",13.9,"Preparatoria"
"Heroica Nogales","2604300011245","EMPALME NOGALES",712,1927,"50.3%","49.7%","26.7%","56.5%","16.8%",9.5,"Secundaria"
"Heroica Nogales","2604300011246","LOMAS DE NOGALES",979,2893,"47.9%","52.1%","28.8%","56.7%","14.5%",10.4,"Secundaria"
"Heroica Nogales","2604300011248","LAS GRANJAS",181,472,"51.3%","48.7%","22%","58.3%","19.7%",12,"Secundaria"
"Heroica Nogales","2604300011249","LOS ENCINOS",1039,2748,"49.9%","50.1%","25.4%","66.2%","8.4%",10.4,"Secundaria"
"Heroica Nogales","2604300011250","EL MANANTIAL",769,2473,"51.1%","48.9%","30.5%","65.2%","4.3%",11.2,"Secundaria"
"Heroica Nogales","2604300011251","NUEVO MILENIO",386,1326,"50.9%","49.1%","29.3%","67.6%","3.1%",11.8,"Secundaria"
"Heroica Nogales","2604300011252","MEDITERRANEO",797,2605,"50.9%","49.1%","30.9%","64%","5.1%",11.4,"Secundaria"
"Heroica Nogales","2604300011253","SOLIDARIDAD",2379,7747,"50.1%","49.9%","32.1%","61.5%","6.4%",9.8,"Secundaria"
"Heroica Nogales","2604300011254","SAN CARLOS",1863,6016,"50.2%","49.8%","30.6%","65.4%","4.1%",11.5,"Secundaria"
"Heroica Nogales","2604300011255","ZONA INDUSTRIAL",4,9,NA,NA,NA,NA,NA,NA,NA
"Heroica Nogales","2604300011256","LAS BELLOTAS",3042,10181,"49.6%","50.4%","37.1%","60.7%","2.2%",11.2,"Secundaria"
"Heroica Nogales","2604300011257","EL RASTRO",553,1478,"48.9%","51.1%","31.2%","60.3%","8.5%",9.4,"Secundaria"
"Heroica Nogales","2604300011258","DEPORTIVA",272,839,"49.7%","50.3%","26.2%","61.6%","12.2%",11.7,"Secundaria"
"Heroica Nogales","2604300011259","LAS PRADERAS",405,1089,"51.9%","48.1%","24.2%","66.9%","8.9%",12.4,"Secundaria"
